-0.134;0.122;9.701;20
0.055;0.435;9.715;20
0.141;0.907;9.692;20
0.162;1.249;9.783;20
0.335;1.618;9.778;20
0.359;1.774;9.766;20
0.304;1.857;9.802;20
0.339;2.025;9.799;20
0.373;2.087;9.809;20
0.246;2.023;9.826;20
0.181;1.79;9.799;20
0.256;1.553;9.797;20
0.169;1.443;9.783;20
0.033;1.228;9.785;20
-0.062;0.787;9.744;20
-0.165;0.383;9.718;20
-0.296;0.079;9.751;20
-0.232;-0.114;9.737;20
-0.148;-0.39;9.715;20
-0.177;-0.641;9.73;20
-0.162;-0.902;9.694;20
-0.081;-1.089;9.735;20
-0.114;-1.18;9.708;20
-0.186;-1.218;9.735;20
-0.179;-1.218;9.727;20
-0.368;-1.24;9.78;20
-0.351;-1.142;9.744;20
-0.174;-1.034;9.749;20
-0.081;-0.888;9.723;20
0.016;-0.699;9.735;20
0.105;-0.507;9.756;20
0.062;-0.268;9.744;20
0.086;0.038;9.747;20
0.088;0.234;9.72;20
-0.052;0.402;9.759;20
-0.086;0.555;9.754;20
-0.016;0.713;9.761;20
0.088;0.84;9.761;20
0.143;0.864;9.754;20
0.131;0.871;9.768;20
-0.021;0.852;9.756;20
-0.126;0.835;9.768;20
-0.153;0.725;9.759;20
-0.11;0.584;9.773;20
-0.074;0.464;9.747;20
0.021;0.306;9.759;20
0.083;0.167;9.744;20
0.023;0.009;9.756;20
-0.038;-0.134;9.79;20
-0.143;-0.22;9.759;20
-0.134;-0.399;9.771;20
-0.09;-0.509;9.732;20
-0.09;-0.557;9.751;20
-0.1;-0.6;9.737;21
-0.11;-0.617;9.727;20
-0.095;-0.66;9.739;19
-0.052;-0.612;9.751;20
-0.095;-0.572;9.73;20
-0.122;-0.471;9.73;20
-0.148;-0.426;9.725;20
-0.155;-0.32;9.723;20
-0.114;-0.189;9.783;20
-0.079;-0.038;9.754;20
-0.076;0.057;9.742;20
-0.043;0.138;9.749;20
-0.019;0.213;9.768;21
-0.035;0.332;9.742;19
-0.014;0.409;9.763;20
0.019;0.433;9.794;20
0.05;0.469;9.766;20
0.081;0.531;9.766;20
0.086;0.531;9.78;20
0.043;0.536;9.785;20
0.021;0.486;9.766;20
0.021;0.402;9.78;20
0.031;0.375;9.756;20
-0.033;0.325;9.768;21
-0.105;0.239;9.73;19
-0.112;0.131;9.749;20
-0.114;0.016;9.744;20
-0.102;-0.033;9.727;20
-0.04;-0.083;9.739;20
-0.038;-0.141;9.747;20
-0.021;-0.229;9.727;20
-0.007;-0.284;9.732;20
-0.002;-0.325;9.723;20
-0.083;-0.301;9.759;20
-0.11;-0.335;9.749;20
-0.117;-0.359;9.759;20
-0.057;-0.332;9.756;20
-0.011;-0.308;9.73;20
-0.019;-0.27;9.718;20
-0.055;-0.213;9.754;20
-0.086;-0.191;9.732;22
-0.083;-0.131;9.79;18
-0.064;-0.04;9.72;20
-0.09;-0.107;9.756;20
0.033;-0.05;9.749;20
-0.071;0.117;9.749;20
-0.131;0.213;9.792;20
0.071;0.229;9.749;20
0.021;0.16;9.744;20
-0.069;0.213;9.754;20
-0.043;0.32;9.78;20
-0.009;0.361;9.742;20
0.031;0.275;9.761;20
-0.047;0.244;9.744;20
-0.019;0.253;9.759;20
0.002;0.287;9.759;20
-0.052;0.28;9.773;20
-0.047;0.193;9.756;20
-0.038;0.143;9.766;20
-0.064;0.131;9.754;20
-0.031;0.122;9.759;20
-0.002;0.05;9.742;20
-0.105;-0.019;9.715;20
-0.124;-0.062;9.759;20
-0.079;-0.079;9.754;20
-0.064;-0.119;9.763;20
-0.064;-0.148;9.761;20
-0.076;-0.208;9.761;20
-0.035;-0.213;9.737;20
-0.033;-0.201;9.739;20
-0.059;-0.146;9.739;20
-0.069;-0.162;9.739;20
-0.09;-0.143;9.747;20
-0.083;-0.086;9.737;20
-0.088;-0.059;9.766;20
-0.062;-0.021;9.735;20
-0.095;0.004;9.744;20
-0.064;0.031;9.742;20
-0.043;0.076;9.763;20
-0.016;0.134;9.749;20
0.002;0.124;9.747;20
-0.009;0.141;9.715;20
-0.014;0.158;9.735;20
-0.043;0.169;9.759;20
-0.05;0.198;9.756;20
-0.122;0.184;9.763;20
-0.081;0.169;9.766;20
-0.064;0.179;9.747;20
-0.05;0.141;9.754;20
-0.045;0.107;9.768;20
0.0;0.071;9.754;20
-0.043;0.05;9.747;20
-0.033;0.014;9.749;20
-0.028;-0.055;9.751;20
-0.079;-0.064;9.756;20
-0.081;-0.047;9.747;20
-0.043;-0.055;9.742;20
0.026;-0.088;9.751;20
0.009;-0.124;9.785;20
-0.016;-0.1;9.742;20
-0.05;-0.086;9.787;20
-0.019;-0.059;9.737;20
-0.086;-0.079;9.785;20
-0.098;-0.05;9.718;20
-0.028;0.007;9.761;20
-0.074;0.009;9.766;20
-0.095;0.026;9.754;20
-0.112;0.031;9.751;20
-0.134;0.076;9.756;20
-0.093;0.114;9.763;20
-0.05;0.129;9.768;20
-0.047;0.083;9.759;20
0.011;0.095;9.751;20
-0.011;0.102;9.763;20
-0.031;0.11;9.747;20
-0.031;0.088;9.768;20
-0.095;0.057;9.759;20
-0.055;0.1;9.759;20
-0.043;0.067;9.73;20
-0.067;0.062;9.773;20
-0.076;0.014;9.744;20
-0.081;0.007;9.744;20
-0.112;0.031;9.751;20
-0.052;0.019;9.751;20
-0.067;-0.026;9.763;20
-0.079;-0.057;9.742;20
-0.033;-0.057;9.775;20
0.002;-0.004;9.761;20
0.0;-0.055;9.747;20
0.076;-0.098;9.713;20
0.009;-0.079;9.799;20
-0.043;0.002;9.725;20
0.009;-0.004;9.73;20
-0.035;-0.023;9.735;20
-0.067;-0.047;9.787;20
-0.038;0.014;9.749;20
-0.081;0.043;9.778;20
-0.076;0.081;9.759;20
-0.081;0.086;9.763;20
-0.146;0.04;9.787;20
-0.126;0.086;9.768;20
-0.064;0.117;9.787;20
-0.098;0.148;9.759;20
-0.117;0.081;9.787;20
-0.102;0.081;9.756;20
-0.1;0.098;9.761;20
-0.081;0.095;9.742;20
-0.009;0.057;9.744;20
0.011;0.031;9.756;20
-0.004;0.011;9.766;20
0.007;0.009;9.751;20
0.055;0.031;9.761;20
0.009;0.004;9.742;20
0.011;-0.016;9.778;20
0.028;-0.04;9.756;20
0.007;-0.028;9.761;20
-0.011;-0.031;9.727;20
-0.014;-0.033;9.723;20
-0.026;-0.045;9.73;20
-0.107;-0.026;9.756;20
-0.165;0.004;9.759;20
-0.222;0.009;9.763;20
-0.193;0.002;9.754;20
-0.16;0.007;9.732;20
-0.126;0.033;9.766;20
-0.098;0.052;9.763;20
-0.095;0.064;9.732;20
-0.076;0.033;9.768;20
-0.023;0.055;9.727;20
-0.019;0.088;9.751;20
-0.028;0.076;9.742;20
0.0;0.035;9.802;20
0.007;0.052;9.759;20
0.043;0.052;9.775;20
-0.395;0.167;6.687;20
-0.222;-0.081;11.621;20
-0.011;-0.002;10.692;20
0.122;0.069;8.925;20
0.086;-0.067;9.409;20
0.1;0.035;10.173;20
-0.246;0.076;9.375;20
-0.134;-0.141;9.641;20
0.014;0.009;9.881;20
-0.062;0.011;9.816;20
0.083;-0.088;9.692;20
0.112;-0.002;9.759;23
-0.11;-0.009;9.799;17
-0.277;0.009;9.768;20
-0.22;0.014;9.737;20
-0.155;-0.026;9.78;20
-0.136;-0.028;9.78;20
-0.162;0.007;9.72;20
-0.181;0.009;9.766;20
-0.114;0.0;9.73;20
-0.141;0.031;9.778;20
-0.064;0.064;9.759;20
-0.043;0.067;9.749;20
-0.038;0.035;9.756;20
0.05;0.028;9.742;20
0.05;0.114;9.751;20
0.007;0.124;9.749;20
0.076;0.069;9.73;20
0.038;0.023;9.735;20
-0.019;0.074;9.754;20
-0.023;0.076;9.761;19
-0.047;0.067;9.747;20
-0.047;0.019;9.761;20
0.0;0.011;9.756;20
-0.059;0.021;9.759;20
-0.093;0.043;9.737;20
-0.105;-0.002;9.759;20
-0.093;-0.023;9.73;20
-0.129;0.007;9.768;20
-0.112;0.009;9.759;20
-0.062;0.007;9.739;20
-0.011;-0.031;9.742;20
0.019;0.0;9.768;20
-0.021;0.009;9.737;20
-0.004;0.009;9.727;21
0.028;0.0;9.766;19
0.038;0.009;9.761;20
0.011;0.021;9.751;20
-0.045;0.047;9.73;20
-0.069;0.033;9.759;20
-0.32;0.289;9.895;20
0.102;0.239;9.852;20
-0.067;-0.021;9.529;20
0.067;0.026;9.692;20
0.083;0.069;9.737;20
-0.22;-0.016;9.806;20
-0.031;-0.15;9.751;20
-0.074;-0.045;9.723;20
-0.141;0.009;9.775;21
0.079;-0.038;9.778;19
-0.074;-0.093;9.751;20
-0.177;-0.031;9.737;20
-0.067;0.014;9.768;20

# Completed @Thu Jul 27 17:25:26 GMT+08:00 2017
