-0.076;0.09;9.763;0
-0.019;0.081;9.783;19
-0.069;0.055;9.785;20
-0.069;0.062;9.761;20
-0.009;0.071;9.771;20
-0.076;0.064;9.792;20
-0.098;0.064;9.771;20
-0.119;0.062;9.78;20
-0.129;0.057;9.787;20
-0.038;0.059;9.787;20
-0.093;0.093;9.768;20
-0.119;0.079;9.79;20
-0.074;0.067;9.787;20
-0.079;0.086;9.783;20
-0.026;0.076;9.785;20
-0.009;0.069;9.763;20
-0.035;0.083;9.785;20
-0.011;0.095;9.78;20
-0.014;0.067;9.785;20
-0.062;0.071;9.794;20
-0.035;0.057;9.792;20
-0.031;0.081;9.768;20
-0.019;0.081;9.771;20
-0.031;0.074;9.79;20
-0.079;0.064;9.792;20
-0.057;0.067;9.783;20
-0.09;0.064;9.785;20
-0.105;0.083;9.785;20
-0.064;0.059;9.79;20
-0.09;0.067;9.773;20
-0.086;0.064;9.783;20
-0.074;0.057;9.783;20
-0.088;0.076;9.756;20
-0.047;0.05;9.794;20
-0.016;0.057;9.79;20
-0.035;0.062;9.802;20
-0.04;0.047;9.79;20
-0.035;0.064;9.797;20
-0.028;0.055;9.783;20
-0.016;0.067;9.778;20
-0.019;0.067;9.78;20
-0.026;0.076;9.775;20
-0.033;0.076;9.787;20
-0.021;0.083;9.756;20
-0.033;0.079;9.778;20
-0.038;0.059;9.794;20
-0.055;0.057;9.783;20
-0.045;0.069;9.79;20
-0.074;0.071;9.79;20
-0.071;0.076;9.78;20
-0.074;0.081;9.785;20
-0.083;0.069;9.794;20
-0.055;0.055;9.792;20
-0.076;0.069;9.778;20
-0.071;0.079;9.751;20
-0.055;0.064;9.799;20
-0.067;0.064;9.785;20
-0.05;0.076;9.797;20
-0.023;0.071;9.778;20
-0.028;0.055;9.773;20
-0.028;0.064;9.756;20
-0.019;0.067;9.768;20
-0.038;0.067;9.783;20
-0.014;0.055;9.78;20
-0.021;0.071;9.778;20
-0.033;0.064;9.771;20
-0.052;0.088;9.79;20
-0.045;0.069;9.794;21
-0.047;0.05;9.802;20
-0.079;0.064;9.78;20
-0.059;0.067;9.794;20
-0.067;0.074;9.783;20
-0.081;0.067;9.792;20
-0.076;0.076;9.771;20
-0.081;0.069;9.766;20
-0.055;0.062;9.771;20
-0.057;0.067;9.794;20
-0.064;0.062;9.787;20
-0.035;0.052;9.794;20
-0.035;0.071;9.79;20
-0.045;0.067;9.79;20
-0.028;0.081;9.79;20
-0.028;0.088;9.773;20
-0.043;0.074;9.797;20
-0.031;0.071;9.785;20
-0.045;0.081;9.773;20
-0.062;0.09;9.778;20
-0.04;0.079;9.792;20
-0.047;0.055;9.797;20
-0.052;0.081;9.78;20
-0.043;0.064;9.792;20
-0.057;0.057;9.787;20
-0.067;0.059;9.794;20
-0.071;0.052;9.785;20
-0.067;0.059;9.783;20
-0.047;0.064;9.78;20
-0.081;0.064;9.785;20
-0.062;0.057;9.797;20
-0.059;0.057;9.785;20
-0.064;0.069;9.799;20
-0.047;0.079;9.783;20
-0.047;0.081;9.785;20
-0.035;0.064;9.785;20
-0.028;0.071;9.773;20
-0.021;0.074;9.79;20
-0.038;0.081;9.797;20
-0.026;0.069;9.761;20
-0.057;0.086;9.787;20
-0.031;0.055;9.79;20
-0.04;0.062;9.773;20
-0.081;0.083;9.775;20
-0.064;0.069;9.785;20
-0.071;0.093;9.749;20
-0.055;0.011;9.675;20
-0.143;0.067;9.72;20
0.095;0.21;9.866;20
-0.136;0.304;9.766;20
-0.167;0.021;9.761;20
0.086;-0.22;9.79;20
-0.239;0.057;9.783;20
-0.059;0.239;9.778;20
0.081;0.095;9.802;20
-0.122;-0.038;9.778;20
-0.045;-0.038;9.804;20
-0.213;0.014;9.761;20
0.026;0.119;9.938;20
